nombre,categoria,direccion_completa,barrio,comuna
EL POPULAR,RESTAURANTE,"LACROZE, FEDERICO AV. 3800",Chacarita,Comuna 15
EL PORTAL,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 681",San Nicolas,Comuna 1
EL PORTEÃÆÃ¢â¬ËO,RESTAURANTE,"CHILAVERT, MARTINIANO, CORONEL 6693",Villa Riachuelo,Comuna 8
EL PORTON,BAR,CHILE AV. 362,San Telmo,Comuna 1
EL PORTUGUES,RESTAURANTE,BAEZ 499,Palermo,Comuna 14
EL PREFERIDO DE PALERMO,RESTAURANTE,"BORGES, JORGE LUIS 2108",Palermo,Comuna 14
EL PROGRESO,BAR,"MONTES DE OCA, MANUEL 1702",Barracas,Comuna 4
EL PUENTECITO,BAR,LUJAN 2101,Barracas,Comuna 4
EL PUERTO DE ARIEL,RESTAURANTE,"BROWN, ALTE. AV. 1061",Boca,Comuna 4
EL PURGATORIO,RESTAURANTE,"BORGES, JORGE LUIS 1766",Palermo,Comuna 14
EL QUEBRACHO,BAR,"GARAY, JUAN DE AV. 601",San Telmo,Comuna 1
EL QUEQUE,RESTAURANTE,VIEYTES 1184,Barracas,Comuna 4
EL QUERANDI,RESTAURANTE,PERU 302,Monserrat,Comuna 1
EL QUIJOTE,RESTAURANTE,BRASIL 1499,Constitucion,Comuna 1
EL RAGU. PARRILLA AL PASO,RESTAURANTE,VIAMONTE 948,San Nicolas,Comuna 1
EL RAPIDO,RESTAURANTE,GODOY CRUZ 2623,Palermo,Comuna 14
EL RAYO,,DARWIN 14,Villa Crespo,Comuna 15
EL REBUSQUE,RESTAURANTE,JUNIN 387,Balvanera,Comuna 3
EL RECOLETO,RESTAURANTE,RECONQUISTA 602,San Nicolas,Comuna 1
EL RECORD,CONFITERIA,PIEDRAS 1098,San Telmo,Comuna 1
EL RECREO,CONFITERIA,"CALVO, CARLOS 599",San Telmo,Comuna 1
EL REFUGIO DEL ARLEQUIN,RESTAURANTE,DEFENSA 705,San Telmo,Comuna 1
EL REMANSO,RESTAURANTE,PI Y MARGALL 1300,Barracas,Comuna 4
EL RENACER DE ARTURITO,RESTAURANTE,"PERON, EVA AV. 7201",Mataderos,Comuna 9
EL RESCATE DE DORYA,RESTAURANTE,BONPLAND 1762,Palermo,Comuna 14
EL RESORTE,CAFE,VIAMONTE 1499,San Nicolas,Comuna 1
EL RETORNO,CAFE,"ALEM, LEANDRO N. AV. 564",San Nicolas,Comuna 1
EL REY DEL VINO,RESTAURANTE,PARAGUAY 5001,Palermo,Comuna 14
EL RINCON,RESTAURANTE,SALTA 495,Monserrat,Comuna 1
EL RINCONCITO,RESTAURANTE,"GOYENA, PEDRO AV. 296",Caballito,Comuna 6
EL RINCON DE ANTONIO,RESTAURANTE,MOSCONI GENERAL AV. 2778,Villa Pueyrredon,Comuna 12
EL RINCON DE HUGO,RESTAURANTE,"PERON, EVA AV. 2100",Parque Chacabuco,Comuna 7
EL RINCON DE MARCOS,CAFE,"PERON, EVA AV. 4008",Parque Avellaneda,Comuna 9
EL RONCAL,RESTAURANTE,25 DE MAYO 688,San Nicolas,Comuna 1
EL RONCAL,RESTAURANTE,"PELLEGRINI, CARLOS 163",San Nicolas,Comuna 1
EL RONCAL,RESTAURANTE,RECONQUISTA 584,San Nicolas,Comuna 1
EL SALMON DOS,CAFE,RECONQUISTA 1014,Retiro,Comuna 1
EL SANJUANINO,RESTAURANTE,SANCHEZ DE BUSTAMANTE 1788,Recoleta,Comuna 2
EL SITIO,RESTAURANTE,DE MAYO AV. 1354,Monserrat,Comuna 1
EL SITIO Y COMA...,RESTAURANTE,"BEIRO, FRANCISCO AV. 4445",Villa Devoto,Comuna 11
EL SOL,RESTAURANTE,MEDRANO AV. 99,Almagro,Comuna 5
EL SOL,RESTAURANTE,"CABRERA, JOSE A. 6099",Palermo,Comuna 14
EL SOLAR,RESTAURANTE,VIAMONTE 1452,San Nicolas,Comuna 1
EL SOLAR,RESTAURANTE,DIRECTORIO AV. 471,Caballito,Comuna 6
EL SOSIEGO,RESTAURANTE,PARAGUAY 1524,Recoleta,Comuna 2
EL SULKY,RESTAURANTE,VIEL 712,Caballito,Comuna 6
EL SURTIDOR,RESTAURANTE,"ACEVEDO, EDUARDO 373",Caballito,Comuna 6
EL TALLER,RESTAURANTE,SERRANO 1595,Palermo,Comuna 14
EL TEATRO,BAR,CORDOBA AV. 1225,Retiro,Comuna 1
EL TELE,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1307",San Nicolas,Comuna 1
EL TIMON,RESTAURANTE,DORREGO 1649,Palermo,Comuna 14
EL TORITO,CAFE,BRUIX AV. 4797,Parque Avellaneda,Comuna 9
EL TOSTADERO,RESTAURANTE,TUCUMAN 1349,San Nicolas,Comuna 1
EL TRACTOR,,CORDOBA AV. 5302,Villa Crespo,Comuna 15
EL TRAPICHE,RESTAURANTE,PARAGUAY 1500,Recoleta,Comuna 2
EL TREBOL,CAFE,LIMA 317,Monserrat,Comuna 1
EL TREBOL,RESTAURANTE,SANTA FE AV. 2198,Recoleta,Comuna 2
EL TRIDENTE,BAR,RIVADAVIA AV. 1201,San Nicolas,Comuna 1
EL VALENCIANO,RESTAURANTE,MORON 2999,Flores,Comuna 7
EL VASQUITO,RESTAURANTE,LOPE DE VEGA AV. 1912,Monte Castro,Comuna 10
EL VERDE,BAR,RECONQUISTA 878,Retiro,Comuna 1
EL VESUBIO,BAR,CORRIENTES AV. 1181,San Nicolas,Comuna 1
EL VIEJO ALMACEN,RESTAURANTE,INDEPENDENCIA AV. 299,San Telmo,Comuna 1
EL VIEJO ALMAFUERTE,CAFE,MEXICO 399,Monserrat,Comuna 1
EL VIEJO CAFE,RESTAURANTE,JUJUY AV. 108,Balvanera,Comuna 3
EL VIEJO JOSE MARTIN,RESTAURANTE,CORDOBA AV. 2312,Balvanera,Comuna 3
EL VIVERO CAFE,RESTAURANTE,MONROE 3701,Coghlan,Comuna 12
ELVO,RESTAURANTE,ENTRE RIOS AV. 340,Monserrat,Comuna 1
EL WOK,,MONROE 5447,Villa Urquiza,Comuna 12
EMBRUJO,RESTAURANTE,GORRITI 5612,Palermo,Comuna 14
EMBRUJO RESTO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 176",Puerto Madero,Comuna 1
EMBRUJO RESTO,RESTAURANTE,CORDOBA AV. 1344,San Nicolas,Comuna 1
EMPIRE THAI,RESTAURANTE,TRES SARGENTOS 427,Retiro,Comuna 1
ENCUENTROS,RESTAURANTE,"LACROZE, FEDERICO AV. 3502",Chacarita,Comuna 15
ENOL,RESTAURANTE,CORRIENTES AV. 2414,Balvanera,Comuna 3
EN PICADA,RESTAURANTE,INDEPENDENCIA AV. 3101,Balvanera,Comuna 3
ENTRETIEMPO,RESTAURANTE,JUNIN 698,Balvanera,Comuna 3
EPICUREOS,RESTAURANTE,SOLDADO DE LA INDEPENDENCIA 851,Palermo,Comuna 14
ESCENCIA CRIOLLA,,DE LOS CONSTITUYENTES AV. 6099,Villa Urquiza,Comuna 12
ESMERALDA,RESTAURANTE,ESMERALDA 15,San Nicolas,Comuna 1
ESPACIO MIRADA,RESTAURANTE,SOLER 5802,Palermo,Comuna 14
ESPACIO MIRADA,RESTAURANTE,NICARAGUA 5802,Palermo,Comuna 14
ESPACIO RENATA,RESTAURANTE,MALABIA 1835,Palermo,Comuna 14
ESPRESSO,RESTAURANTE,SARMIENTO 684,San Nicolas,Comuna 1
ESPRESSO,RESTAURANTE,PARANA 571,San Nicolas,Comuna 1
ESPRESSO,RESTAURANTE,BELGRANO AV. 400,Monserrat,Comuna 1
ESQUINA ALBERDI,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 1907",Flores,Comuna 7
ESQUINA DE OSVALDO PUGLIESE,,BOEDO AV. 909,Boedo,Comuna 5
ESQUINA HOMERO MANZI,,SAN JUAN AV. 3601,Boedo,Comuna 5
Esquina Taki,BAR,GARCIA DEL RIO AV. 3003,Saavedra,Comuna 12
ESQUINA TANGO,RESTAURANTE,BALCARCE 749,San Telmo,Comuna 1
ESTACION PUEBLO,RESTAURANTE,BELGRANO AV. 502,Monserrat,Comuna 1
ESTILO CAMPO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,Comuna 1
ESTUDIANTE,BAR,"MONTES DE OCA, MANUEL 1312",Barracas,Comuna 4
ESTUDIO BAR,RESTAURANTE,CIUDAD DE LA PAZ 1073,Colegiales,Comuna 13
ETNIAS,RESTAURANTE,BERUTI 3759,Palermo,Comuna 14
ETRE,RESTAURANTE,CORDOBA AV. 896,San Nicolas,Comuna 1
EURO BAR,RESTAURANTE,TUCUMAN 628,San Nicolas,Comuna 1
EUROPA,RESTAURANTE,"CALVO, CARLOS 678",San Telmo,Comuna 1
EVER GREEN,RESTAURANTE,ESMERALDA 333,San Nicolas,Comuna 1
EXCLUSIVE PUB,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 4996",Mataderos,Comuna 9
EXEDRA,RESTAURANTE,CORDOBA AV. 999,Retiro,Comuna 1
EXPRESS,RESTAURANTE,TUCUMAN 801,San Nicolas,Comuna 1
EXPRESSO,RESTAURANTE,"YRIGOYEN, HIPOLITO AV. 300",Monserrat,Comuna 1
FABIANO CAFE,BAR,UGARTECHE 3101,Palermo,Comuna 14
FABRIZZIO,RESTAURANTE,BELGRANO AV. 3201,Balvanera,Comuna 3
FACTURY,RESTAURANTE,PARANA 610,San Nicolas,Comuna 1
FACUNDO,RESTAURANTE,"ALVEAR, MARCELO T. De 1502",Recoleta,Comuna 2
FACUNDO,CAFE,LARREA 692,Balvanera,Comuna 3
FAIRUZ,,"LACROZE, FEDERICO AV. 3228",Colegiales,Comuna 13
FAMA,RESTAURANTE,25 DE MAYO 152,San Nicolas,Comuna 1
FAMILY,RESTAURANTE,CABILDO AV. 2629,Belgrano,Comuna 13
FARANDULA,RESTAURANTE,CORRIENTES AV. 1601,San Nicolas,Comuna 1
FARAON,PUB,"GOYENA, PEDRO AV. 1699",Caballito,Comuna 6
FARINA,RESTAURANTE,AYACUCHO 1174,Recoleta,Comuna 2
FARO DE ONS,CAFE,VIAMONTE 2194,Balvanera,Comuna 3
FAROLITO,,CHICLANA AV. 3819,Boedo,Comuna 5
FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
FAX,BAR,AYACUCHO 302,Balvanera,Comuna 3
FEDERACION GAUCHA PORTEÃÆÃ¢â¬ËA,RESTAURANTE,DE LOS CORRALES AV. 6574,Mataderos,Comuna 9
FEED BACK,BAR,CHARCAS 3359,Palermo,Comuna 14
FEELING,RESTAURANTE,VIAMONTE 1850,Balvanera,Comuna 3
FELIX,RESTAURANTE,HONDURAS 4096,Palermo,Comuna 14
FENICIA,RESTAURANTE,"PELLEGRINI, CARLOS 1061",Retiro,Comuna 1
FERNANDO,RESTAURANTE,GODOY CRUZ 2796,Palermo,Comuna 14
FIAMMA,RESTAURANTE,RIVADAVIA AV. 6501,Flores,Comuna 7
FIDEITAS,RESTAURANTE,RIVADAVIA AV. 8502,Velez Sarsfield,Comuna 10
FILADELFIA,PUB,"JUSTO, JUAN B. AV. 4102",Caballito,Comuna 6
FILIPPO,RESTAURANTE,"LACROZE, FEDERICO 1802",Palermo,Comuna 14
FILIPPO,RESTAURANTE,SANTA FE AV. 1802,Recoleta,Comuna 2
FILIPPO,RESTAURANTE,SANTA FE AV. 1660,Recoleta,Comuna 2
FILO,RESTAURANTE,SAN MARTIN 975,Retiro,Comuna 1
FIRST,RESTAURANTE,RIVADAVIA AV. 7500,Flores,Comuna 7
FITO'S BAR,,"JUSTO, JUAN B. AV. 3177",Villa Crespo,Comuna 15
FLAMINGO,RESTAURANTE,URUGUAY 186,San Nicolas,Comuna 1
FLOPY,RESTAURANTE,PARAGUAY 3088,Recoleta,Comuna 2
FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
FLORENCIA,RESTAURANTE,URIARTE 2461,Palermo,Comuna 14
FLORENCIA PLAZA,RESTAURANTE,"ALVEAR, MARCELO T. De 1649",Recoleta,Comuna 2
FLORENTINA,CONFITERIA,25 DE MAYO 318,San Nicolas,Comuna 1
FLORIDA CITY,CONFITERIA,FLORIDA 122,San Nicolas,Comuna 1
FLORIDA STREET,RESTAURANTE,TUCUMAN 593,San Nicolas,Comuna 1
FOGON CORDOBES,RESTAURANTE,LARREA 850,Recoleta,Comuna 2
FOGON DE LOS AMIGOS,RESTAURANTE,RIVADAVIA AV. 7497,Flores,Comuna 7
FOJA CERO,RESTAURANTE,LAVALLE 1489,San Nicolas,Comuna 1
FONDUE PER NOI,RESTAURANTE,LA PLATA AV. 1501,Parque Chacabuco,Comuna 7
FOODIE,RESTAURANTE,AZCUENAGA 1396,Recoleta,Comuna 2
FOREST HILL,RESTAURANTE,FOREST AV. 606,Chacarita,Comuna 15
FOREST HILLS,RESTAURANTE,TUCUMAN 699,San Nicolas,Comuna 1
FORRADO,RESTAURANTE,DE LOS CONSTITUYENTES AV. 6220,Villa Pueyrredon,Comuna 12
FORUM,RESTAURANTE,VIAMONTE 1402,San Nicolas,Comuna 1
FOSTER,RESTAURANTE,SAN PEDRITO AV. 58,Flores,Comuna 7
FOTOBAR,RESTAURANTE,SAN MARTIN 430,San Nicolas,Comuna 1
FRAGA,CONFITERIA,LAVARDEN 200,Parque Patricios,Comuna 4
FRANCINE,RESTAURANTE,ARENALES 3199,Recoleta,Comuna 2
FRANCO'S,RESTAURANTE,JUJUY AV. 299,Balvanera,Comuna 3
FRANKFURT,,"PUEYRREDON, HONORIO, DR. AV. 1121",Villa Crespo,Comuna 15
FRAPPE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
FRAPPE,RESTAURANTE,CABILDO AV. 4561,NuÃÆÃÂ±ez,Comuna 13
FRATEMPO,RESTAURANTE,PUEYRREDON AV. 1907,Recoleta,Comuna 2
FREDU II,RESTAURANTE,DIRECTORIO AV. 686,Parque Chacabuco,Comuna 7
FREE WAY,,"LACROZE, FEDERICO AV. 2870",Colegiales,Comuna 13
FREE WORD,RESTAURANTE,JURAMENTO AV. 2433,Belgrano,Comuna 13
FREIBURGUER HOF,RESTAURANTE,CHILE AV. 308,San Telmo,Comuna 1
FRESAS,RESTAURANTE,CORDOBA AV. 2232,Balvanera,Comuna 3
FREUD & FAHLER,RESTAURANTE,GURRUCHAGA 1750,Palermo,Comuna 14
FRIENDS,RESTAURANTE,TUCUMAN 925,San Nicolas,Comuna 1
FRISCO,RESTAURANTE,SARMIENTO 765,San Nicolas,Comuna 1
FRULATO,CAFE,LA PLATA AV. 701,Caballito,Comuna 6
FUENSANTA,RESTAURANTE,CHARCAS 3301,Palermo,Comuna 14
FUENTES,RESTAURANTE,25 DE MAYO 71,San Nicolas,Comuna 1
FULBO,RESTAURANTE,SAN MARTIN 687,San Nicolas,Comuna 1
FURCOL,RESTAURANTE,"LAMARCA, EMILIO 2101",Villa Del Parque,Comuna 11
FU RU HAI,RESTAURANTE,AMENABAR 2381,Belgrano,Comuna 13
FUSION,,ALVAREZ THOMAS AV. 535,Colegiales,Comuna 13
FUSSION,RESTAURANTE,MAIPU 710,San Nicolas,Comuna 1
FUZUE,RESTAURANTE,TUCUMAN 3446,Almagro,Comuna 5
GABRIEL,RESTAURANTE,MORENO 2402,Balvanera,Comuna 3
GALAXY,RESTAURANTE,AZCUENAGA 411,Balvanera,Comuna 3
GALILEO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2555",Balvanera,Comuna 3
GAMA,,INDEPENDENCIA AV. 2296,San Cristobal,Comuna 3
GANDHI,CAFE,CORDOBA AV. 2515,Recoleta,Comuna 2
GARBIS,RESTAURANTE,MONROE 1799,Belgrano,Comuna 13
GARBIS,CONFITERIA,"SCALABRINI ORTIZ, RAUL 3190",Palermo,Comuna 14
GARIK,BAR,SARMIENTO 1249,San Nicolas,Comuna 1
GAUCHITO 2ÃâÃÂ§,RESTAURANTE,INDEPENDENCIA AV. 371,San Telmo,Comuna 1
GAVILAN,CAFE,MOSCONI GENERAL AV. 2982,Villa Pueyrredon,Comuna 12
GAZEBO,,CORRIENTES AV. 5300,Villa Crespo,Comuna 15
GAZEBO,RESTAURANTE,REPUBLICA ARABE SIRIA 3091,Palermo,Comuna 14
GEDREZ,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 374",San Nicolas,Comuna 1
GEMINIS,CAFE,CORDOBA AV. 2523,Recoleta,Comuna 2
GENERACION ARROBA,,"LACROZE, FEDERICO AV. 3466",Colegiales,Comuna 13
GENESIS,RESTAURANTE,"YRIGOYEN, HIPOLITO 1902",Balvanera,Comuna 3
GERONIMO BAR,RESTAURANTE,HONDURAS 3900,Palermo,Comuna 14
GIANNI'S,RESTAURANTE,VIAMONTE 834,San Nicolas,Comuna 1
GIANNIS'S,RESTAURANTE,25 DE MAYO 757,San Nicolas,Comuna 1
GIBRALTAR,BAR,PERU 895,San Telmo,Comuna 1
GIJON,RESTAURANTE,CHILE 1402,Monserrat,Comuna 1
GINO,RESTAURANTE,"ROCA, JULIO A., PRESIDENTE AV. 586",Monserrat,Comuna 1
GIORGIO,RESTAURANTE,RECONQUISTA 613,San Nicolas,Comuna 1
GIOVANE,BAR,"SCALABRINI ORTIZ, RAUL AV. 2401",Palermo,Comuna 14
GIOVANI,RESTAURANTE,PI Y MARGALL 741,Boca,Comuna 4
GIRASOLES,RESTAURANTE,PARAGUAY 2743,Recoleta,Comuna 2
GIRASOLES,BAR,ARMENIA 2397,Palermo,Comuna 14
GODI,RESTAURANTE,COSTA RICA 4538,Palermo,Comuna 14
GOL BAR,BAR,VIAMONTE 1321,San Nicolas,Comuna 1
GOLDEN,BAR,RECONQUISTA 699,San Nicolas,Comuna 1
GOURMET,RESTAURANTE,RECONQUISTA 485,San Nicolas,Comuna 1
GRACE RESTO BAR,BAR,IRIGOYEN 1799,Monte Castro,Comuna 10
GRAN CANDOMBE,BAR,PERU 1302,San Telmo,Comuna 1
GRAN COLON,RESTAURANTE,"ALEM, LEANDRO N. AV. 44",San Nicolas,Comuna 1
GRAN COMET,BAR,PASEO COLON AV. 279,Monserrat,Comuna 1
GRANDA BISTRO,RESTAURANTE,JUNIN 1281,Recoleta,Comuna 2
GRAND KING HOTEL,RESTAURANTE,LAVALLE 560,San Nicolas,Comuna 1
GRANIX RESTAURANT,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
GRAN MARIN,RESTAURANTE,DEL LIBERTADOR AV. 1156,Recoleta,Comuna 2
GRANT'S,RESTAURANTE,JUNIN 1155,Recoleta,Comuna 2
GRAN VICTORIA,,"YRIGOYEN, HIPOLITO AV. 500",Monserrat,Comuna 1
GRAPPA,RESTAURANTE,EL SALVADOR 5802,Palermo,Comuna 14
GRATTO,RESTAURANTE,PARAGUAY 4678,Palermo,Comuna 14
GREEN BAMBOO,RESTAURANTE,COSTA RICA 5802,Palermo,Comuna 14
GREEN & CO,RESTAURANTE,FLORIDA 787,San Nicolas,Comuna 1
GRILLO'S,RESTAURANTE,CORDOBA AV. 3201,Recoleta,Comuna 2
GRILL & SOJA,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 812",San Nicolas,Comuna 1
GUADALAJARA DE NOCHE,RESTAURANTE,GURRUCHAGA 1881,Palermo,Comuna 14
GUERRIN,CAFE,CORRIENTES AV. 1368,San Nicolas,Comuna 1
GUINEA,CAFE,CORDOBA AV. 1536,San Nicolas,Comuna 1
GULA,PUB,FOREST AV. 1422,Villa Ortuzar,Comuna 15
GULA & BULLA,RESTAURANTE,"CARRANZA, ANGEL JUSTINIANO 1969",Palermo,Comuna 14
GULE,CAFE,DIRECTORIO AV. 553,Caballito,Comuna 6
GUSTOSO,CAFE,BILLINGHURST 1298,Recoleta,Comuna 2
HABITUE,RESTAURANTE,PARAGUAY 700,Retiro,Comuna 1
HALINA,RESTAURANTE,ARAOZ 2806,Palermo,Comuna 14
HAM & CHEESE,RESTAURANTE,SUIPACHA 714,San Nicolas,Comuna 1
HAMSE,RESTAURANTE,GORRITI 5616,Palermo,Comuna 14
HANAN,RESTAURANTE,"ALVAREZ, JULIAN 1272",Palermo,Comuna 14
HANS,RESTAURANTE,VIAMONTE 1599,San Nicolas,Comuna 1
HAPPENING,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 310",Puerto Madero,Comuna 1
HARAS DEL NORTE,CAFE,"ALVEAR, MARCELO T. De 2201",Recoleta,Comuna 2
HARBOR CAFE,RESTAURANTE,"DEALESSI, PIERINA 240",Puerto Madero,Comuna 1
HARD ROCK CAFE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
HAVANNA,CONFITERIA,CORRIENTES AV. 912,San Nicolas,Comuna 1
HAVANNA,RESTAURANTE,LAS HERAS GENERAL AV. 3602,Palermo,Comuna 14
HAVANNA,CAFE,SANTA FE AV. 3148,Recoleta,Comuna 2
HAVANNA,CONFITERIA,FLORIDA 523,San Nicolas,Comuna 1
HAVANNA,RESTAURANTE,PUEYRREDON AV. 1802,Recoleta,Comuna 2
HAVANNA,CONFITERIA,"PELLEGRINI, CARLOS 119",San Nicolas,Comuna 1
HAVANNA,CAFE,PUEYRREDON AV. 1320,Recoleta,Comuna 2
HAVANNA,CAFE,RIVADAVIA AV. 3828,Almagro,Comuna 5
HELARTE,BAR,CHARCAS 3587,Palermo,Comuna 14
HENRY,BAR,GUATEMALA 4788,Palermo,Comuna 14
HENRY J. BEAN'S,RESTAURANTE,JUNIN 1749,Recoleta,Comuna 2
HENRY J. BEAN'S,RESTAURANTE,ARCE 907,Palermo,Comuna 14
HENRY'S,CAFE,TUCUMAN 269,San Nicolas,Comuna 1
HEREDERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,Comuna 1
HERMANN,RESTAURANTE,SANTA FE AV. 3902,Palermo,Comuna 14
HILARIO,RESTAURANTE,HONDURAS 6000,Palermo,Comuna 14
HIP BAR,,"YRIGOYEN, HIPOLITO 640",Monserrat,Comuna 1
HIPOCRATES,RESTAURANTE,"URQUIZA, Gral. 588",Balvanera,Comuna 3
HIPOLITO,RESTAURANTE,SARMIENTO 948,San Nicolas,Comuna 1
HOLANDA BAR,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 2513",Balvanera,Comuna 3
HOLLY,RESTAURANTE,ESMERALDA 360,San Nicolas,Comuna 1
HOLLY FOOD,RESTAURANTE,RIOBAMBA 1068,Recoleta,Comuna 2
HOLLYWOOD,RESTAURANTE,DORREGO 1874,Colegiales,Comuna 13
HOLLYWOOD ALMACEN,RESTAURANTE,DORREGO 1879,Palermo,Comuna 14
HONDO,RESTAURANTE,"COSSETTINI, OLGA 240",Puerto Madero,Comuna 1
HONORIO,,"PUEYRREDON, HONORIO, DR. AV. 606",Caballito,Comuna 6
HOOTERS,RESTAURANTE,"LOPEZ, VICENTE 2050",Recoleta,Comuna 2
HORIZONTE ALGO DISTINTO,RESTAURANTE,"PERON, EVA AV. 7285",Mataderos,Comuna 9
HOT BAR,RESTAURANTE,HONDURAS 5640,Palermo,Comuna 14
HOTEL ASPEN TOWERS,RESTAURANTE,PARAGUAY 557,Retiro,Comuna 1
HOTEL DAZZLER,RESTAURANTE,DEL LIBERTADOR AV. 902,Recoleta,Comuna 2
HOTEL PRESIDENTE,RESTAURANTE,CERRITO 850,Retiro,Comuna 1
HOTEL SARMIENTO PALACE,RESTAURANTE,SARMIENTO 1953,Balvanera,Comuna 3
HOTEL SAVOY,RESTAURANTE,CALLAO AV. 181,San Nicolas,Comuna 1
HOTEL VIAMONTE SUITES,RESTAURANTE,VIAMONTE 1373,San Nicolas,Comuna 1
HOYD'S,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 489",San Nicolas,Comuna 1
HUGO CAFE,BAR,VIEYTES 1603,Barracas,Comuna 4
HUSH BAR,CONFITERIA,GAONA AV. 4296,Floresta,Comuna 10
IBERIA BAR,CAFE,DE MAYO AV. 1196,Monserrat,Comuna 1
IBERICO,RESTAURANTE,CORDOBA AV. 1399,Retiro,Comuna 1
IBIZA,,"JUSTO, JUAN B. AV. 4098",Caballito,Comuna 6
IDEALE,RESTAURANTE,DON PEDRO DE MENDOZA AV. 1605,Boca,Comuna 4
I'  KATENACIO,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
IL CAMMINETTO,RESTAURANTE,"DIAZ, CNEL. AV. 1651",Recoleta,Comuna 2
IL FRATELLO,RESTAURANTE,TUCUMAN 688,San Nicolas,Comuna 1
IL FUME,RESTAURANTE,SANTA FE AV. 1399,Retiro,Comuna 1
IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 959,San Nicolas,Comuna 1
IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 1269,San Nicolas,Comuna 1
Il Gatto La Recova,RESTAURANTE,POSADAS 1052,Retiro,Comuna 1
IL GATTO TRATTORIAS,RESTAURANTE,BERUTI 3391,Palermo,Comuna 14
IL GATTO TRATTORIAS,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1190",Puerto Madero,Comuna 1
IL GATTO TRATTORIAS,,CALLAO AV. 1165,Recoleta,Comuna 2
IL GRAN CAFE,RESTAURANTE,CORDOBA AV. 602,San Nicolas,Comuna 1
IL GRAN CARUSO,RESTAURANTE,GOROSTIAGA 1720,Palermo,Comuna 14
IL GRAN CARUSSO,RESTAURANTE,"COSSETTINI, OLGA 799",Puerto Madero,Comuna 1
IL GUFO CAFFE,RESTAURANTE,ARENALES 1002,Retiro,Comuna 1
ILLIMANI,RESTAURANTE,RIVADAVIA AV. 10960,Liniers,Comuna 9
IL MAGO,RESTAURANTE,GUIDO 1936,Recoleta,Comuna 2
IL SILENZIO,RESTAURANTE,"LORETO, Virrey 3093",Colegiales,Comuna 13
ILUMINATI,RESTAURANTE,SANTA FE AV. 2587,Recoleta,Comuna 2
IMAGEN,RESTAURANTE,"BALBIN, RICARDO, DR. AV. 4699",Saavedra,Comuna 12
IMAN,RESTAURANTE,ARRIBEÃÆÃ¢â¬ËOS 2186,Belgrano,Comuna 13
INDEPENDENCIA,BAR,PIEDRAS 764,San Telmo,Comuna 1
INDIGO,CAFE,"YRIGOYEN, HIPOLITO 561",Monserrat,Comuna 1
INFRAGANTI,RESTAURANTE,ALVAREZ THOMAS AV. 499,Colegiales,Comuna 13
IN - OUT,RESTAURANTE,LAVALLE 894,San Nicolas,Comuna 1
IO TE AMASSO,RESTAURANTE,MALABIA 1885,Palermo,Comuna 14
IPANEMA,RESTAURANTE,RIVADAVIA AV. 706,Monserrat,Comuna 1
IRIFUNE,RESTAURANTE,PARAGUAY 412,Retiro,Comuna 1
IRUPE,CAFE,RIVADAVIA AV. 4300,Almagro,Comuna 5
ITAMAE,RESTAURANTE,REPUBLICA ARABE SIRIA 3045,Palermo,Comuna 14
ITAMAE- SUSHI,RESTAURANTE,"ARGUIBEL, ANDRES 2813",Palermo,Comuna 14
JA!,RESTAURANTE,BONPLAND 1657,Palermo,Comuna 14
JADE,RESTAURANTE,UGARTECHE 3033,Palermo,Comuna 14
JANIO,RESTAURANTE,MALABIA 1805,Palermo,Comuna 14
JAPI,,CABILDO AV. 1308,Colegiales,Comuna 13
